occurrence,module,functionBoundaryOwner,line,column,snippet
630,19-campfire-hunting-house-extensions.js,openFurniturePlacement,3785,111,"function openFurniturePlacement(extensionId,type,existingId=''){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record||record.data.remote){toast('Somente o dono pode mobiliar este cômodo.','warn');return;}const existing=(state.roomFurniture||[]).find(item=>item.id===existingId),spec=furnitureSpec(type||existing?.type,record.data.type);if(!spec)return;const first=existing?{...existing}:{id:'',extensionId,type:spec.id,slotIndex:-1,x:0,z:0,rotation:0,createdAt:Date.now()};furnitureDraft=existing?first:nextFurnitureSlot(record,first,1);renderFurniturePreview(record);const refresh=root=>{const valid=renderFurniturePreview(record),status=$('[data-furniture-status]',root);if(status){status.textContent=valid?'✓ Posição livre':'⚠ Escolha outra posição';status.className=`extension-status ${valid?'good':'bad'}`;}};openModal(existing?'Mover ou girar móvel':`Adicionar: ${spec.name}`,`<div class=""furniture-placement-card""><span>${spec.icon}</span><h3>${spec.name}</h3><"
631,19-campfire-hunting-house-extensions.js,openFurniturePlacement,3785,289,"function openFurniturePlacement(extensionId,type,existingId=''){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record||record.data.remote){toast('Somente o dono pode mobiliar este cômodo.','warn');return;}const existing=(state.roomFurniture||[]).find(item=>item.id===existingId),spec=furnitureSpec(type||existing?.type,record.data.type);if(!spec)return;const first=existing?{...existing}:{id:'',extensionId,type:spec.id,slotIndex:-1,x:0,z:0,rotation:0,createdAt:Date.now()};furnitureDraft=existing?first:nextFurnitureSlot(record,first,1);renderFurniturePreview(record);const refresh=root=>{const valid=renderFurniturePreview(record),status=$('[data-furniture-status]',root);if(status){status.textContent=valid?'✓ Posição livre':'⚠ Escolha outra posição';status.className=`extension-status ${valid?'good':'bad'}`;}};openModal(existing?'Mover ou girar móvel':`Adicionar: ${spec.name}`,`<div class=""furniture-placement-card""><span>${spec.icon}</span><h3>${spec.name}</h3><"
632,19-campfire-hunting-house-extensions.js,openFurniturePlacement,3785,621,"function openFurniturePlacement(extensionId,type,existingId=''){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record||record.data.remote){toast('Somente o dono pode mobiliar este cômodo.','warn');return;}const existing=(state.roomFurniture||[]).find(item=>item.id===existingId),spec=furnitureSpec(type||existing?.type,record.data.type);if(!spec)return;const first=existing?{...existing}:{id:'',extensionId,type:spec.id,slotIndex:-1,x:0,z:0,rotation:0,createdAt:Date.now()};furnitureDraft=existing?first:nextFurnitureSlot(record,first,1);renderFurniturePreview(record);const refresh=root=>{const valid=renderFurniturePreview(record),status=$('[data-furniture-status]',root);if(status){status.textContent=valid?'✓ Posição livre':'⚠ Escolha outra posição';status.className=`extension-status ${valid?'good':'bad'}`;}};openModal(existing?'Mover ou girar móvel':`Adicionar: ${spec.name}`,`<div class=""furniture-placement-card""><span>${spec.icon}</span><h3>${spec.name}</h3><"
633,19-campfire-hunting-house-extensions.js,openFurniturePlacement,3785,1515,"function openFurniturePlacement(extensionId,type,existingId=''){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record||record.data.remote){toast('Somente o dono pode mobiliar este cômodo.','warn');return;}const existing=(state.roomFurniture||[]).find(item=>item.id===existingId),spec=furnitureSpec(type||existing?.type,record.data.type);if(!spec)return;const first=existing?{...existing}:{id:'',extensionId,type:spec.id,slotIndex:-1,x:0,z:0,rotation:0,createdAt:Date.now()};furnitureDraft=existing?first:nextFurnitureSlot(record,first,1);renderFurniturePreview(record);const refresh=root=>{const valid=renderFurniturePreview(record),status=$('[data-furniture-status]',root);if(status){status.textContent=valid?'✓ Posição livre':'⚠ Escolha outra posição';status.className=`extension-status ${valid?'good':'bad'}`;}};openModal(existing?'Mover ou girar móvel':`Adicionar: ${spec.name}`,`<div class=""furniture-placement-card""><span>${spec.icon}</span><h3>${spec.name}</h3><"
634,19-campfire-hunting-house-extensions.js,openFurniturePlacement,3785,1574,"function openFurniturePlacement(extensionId,type,existingId=''){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record||record.data.remote){toast('Somente o dono pode mobiliar este cômodo.','warn');return;}const existing=(state.roomFurniture||[]).find(item=>item.id===existingId),spec=furnitureSpec(type||existing?.type,record.data.type);if(!spec)return;const first=existing?{...existing}:{id:'',extensionId,type:spec.id,slotIndex:-1,x:0,z:0,rotation:0,createdAt:Date.now()};furnitureDraft=existing?first:nextFurnitureSlot(record,first,1);renderFurniturePreview(record);const refresh=root=>{const valid=renderFurniturePreview(record),status=$('[data-furniture-status]',root);if(status){status.textContent=valid?'✓ Posição livre':'⚠ Escolha outra posição';status.className=`extension-status ${valid?'good':'bad'}`;}};openModal(existing?'Mover ou girar móvel':`Adicionar: ${spec.name}`,`<div class=""furniture-placement-card""><span>${spec.icon}</span><h3>${spec.name}</h3><"
635,19-campfire-hunting-house-extensions.js,openFurniturePlacement,3785,1695,"function openFurniturePlacement(extensionId,type,existingId=''){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record||record.data.remote){toast('Somente o dono pode mobiliar este cômodo.','warn');return;}const existing=(state.roomFurniture||[]).find(item=>item.id===existingId),spec=furnitureSpec(type||existing?.type,record.data.type);if(!spec)return;const first=existing?{...existing}:{id:'',extensionId,type:spec.id,slotIndex:-1,x:0,z:0,rotation:0,createdAt:Date.now()};furnitureDraft=existing?first:nextFurnitureSlot(record,first,1);renderFurniturePreview(record);const refresh=root=>{const valid=renderFurniturePreview(record),status=$('[data-furniture-status]',root);if(status){status.textContent=valid?'✓ Posição livre':'⚠ Escolha outra posição';status.className=`extension-status ${valid?'good':'bad'}`;}};openModal(existing?'Mover ou girar móvel':`Adicionar: ${spec.name}`,`<div class=""furniture-placement-card""><span>${spec.icon}</span><h3>${spec.name}</h3><"
636,19-campfire-hunting-house-extensions.js,openFurniturePlacement,3785,1841,"function openFurniturePlacement(extensionId,type,existingId=''){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record||record.data.remote){toast('Somente o dono pode mobiliar este cômodo.','warn');return;}const existing=(state.roomFurniture||[]).find(item=>item.id===existingId),spec=furnitureSpec(type||existing?.type,record.data.type);if(!spec)return;const first=existing?{...existing}:{id:'',extensionId,type:spec.id,slotIndex:-1,x:0,z:0,rotation:0,createdAt:Date.now()};furnitureDraft=existing?first:nextFurnitureSlot(record,first,1);renderFurniturePreview(record);const refresh=root=>{const valid=renderFurniturePreview(record),status=$('[data-furniture-status]',root);if(status){status.textContent=valid?'✓ Posição livre':'⚠ Escolha outra posição';status.className=`extension-status ${valid?'good':'bad'}`;}};openModal(existing?'Mover ou girar móvel':`Adicionar: ${spec.name}`,`<div class=""furniture-placement-card""><span>${spec.icon}</span><h3>${spec.name}</h3><"
637,19-campfire-hunting-house-extensions.js,openFurniturePlacement,3785,1962,"function openFurniturePlacement(extensionId,type,existingId=''){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record||record.data.remote){toast('Somente o dono pode mobiliar este cômodo.','warn');return;}const existing=(state.roomFurniture||[]).find(item=>item.id===existingId),spec=furnitureSpec(type||existing?.type,record.data.type);if(!spec)return;const first=existing?{...existing}:{id:'',extensionId,type:spec.id,slotIndex:-1,x:0,z:0,rotation:0,createdAt:Date.now()};furnitureDraft=existing?first:nextFurnitureSlot(record,first,1);renderFurniturePreview(record);const refresh=root=>{const valid=renderFurniturePreview(record),status=$('[data-furniture-status]',root);if(status){status.textContent=valid?'✓ Posição livre':'⚠ Escolha outra posição';status.className=`extension-status ${valid?'good':'bad'}`;}};openModal(existing?'Mover ou girar móvel':`Adicionar: ${spec.name}`,`<div class=""furniture-placement-card""><span>${spec.icon}</span><h3>${spec.name}</h3><"
638,19-campfire-hunting-house-extensions.js,openFurniturePlacement,3785,2407,"function openFurniturePlacement(extensionId,type,existingId=''){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record||record.data.remote){toast('Somente o dono pode mobiliar este cômodo.','warn');return;}const existing=(state.roomFurniture||[]).find(item=>item.id===existingId),spec=furnitureSpec(type||existing?.type,record.data.type);if(!spec)return;const first=existing?{...existing}:{id:'',extensionId,type:spec.id,slotIndex:-1,x:0,z:0,rotation:0,createdAt:Date.now()};furnitureDraft=existing?first:nextFurnitureSlot(record,first,1);renderFurniturePreview(record);const refresh=root=>{const valid=renderFurniturePreview(record),status=$('[data-furniture-status]',root);if(status){status.textContent=valid?'✓ Posição livre':'⚠ Escolha outra posição';status.className=`extension-status ${valid?'good':'bad'}`;}};openModal(existing?'Mover ou girar móvel':`Adicionar: ${spec.name}`,`<div class=""furniture-placement-card""><span>${spec.icon}</span><h3>${spec.name}</h3><"
639,19-campfire-hunting-house-extensions.js,openFurniturePlacement,3786,110,"async function removeRoomFurniture(extensionId,furnitureId){const item=(state.roomFurniture||[]).find(entry=>entry.id===furnitureId),record=world.houseExtensions.find(entry=>entry.data.id===extensionId);if(!item||!record)return;if(!(await confirmModal('Remover móvel',`Remover ${furnitureSpec(item.type,record.data.type)?.name||'este móvel'} do cômodo?`,'Remover','Cancelar'))){openFurnitureManager(extensionId);return;}state.roomFurniture=state.roomFurniture.filter(entry=>entry.id!==furnitureId);renderExtensionFurniture(record);saveState(true);toast('Móvel removido.','good');openFurnitureManager(extensionId);}"
640,19-campfire-hunting-house-extensions.js,openFurniturePlacement,3786,175,"async function removeRoomFurniture(extensionId,furnitureId){const item=(state.roomFurniture||[]).find(entry=>entry.id===furnitureId),record=world.houseExtensions.find(entry=>entry.data.id===extensionId);if(!item||!record)return;if(!(await confirmModal('Remover móvel',`Remover ${furnitureSpec(item.type,record.data.type)?.name||'este móvel'} do cômodo?`,'Remover','Cancelar'))){openFurnitureManager(extensionId);return;}state.roomFurniture=state.roomFurniture.filter(entry=>entry.id!==furnitureId);renderExtensionFurniture(record);saveState(true);toast('Móvel removido.','good');openFurnitureManager(extensionId);}"
641,19-campfire-hunting-house-extensions.js,openFurniturePlacement,3786,475,"async function removeRoomFurniture(extensionId,furnitureId){const item=(state.roomFurniture||[]).find(entry=>entry.id===furnitureId),record=world.houseExtensions.find(entry=>entry.data.id===extensionId);if(!item||!record)return;if(!(await confirmModal('Remover móvel',`Remover ${furnitureSpec(item.type,record.data.type)?.name||'este móvel'} do cômodo?`,'Remover','Cancelar'))){openFurnitureManager(extensionId);return;}state.roomFurniture=state.roomFurniture.filter(entry=>entry.id!==furnitureId);renderExtensionFurniture(record);saveState(true);toast('Móvel removido.','good');openFurnitureManager(extensionId);}"
642,19-campfire-hunting-house-extensions.js,openFurnitureManager,3787,90,"function openFurnitureManager(extensionId){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record)return;const spec=ROOM_SPECS[record.data.type]||ROOM_SPECS.storage,owned=!record.data.remote,items=furnitureForExtension(extensionId),catalog=furnitureCatalogForRoom(record.data.type);openModal(`Mobiliar ${spec.name}`,`<div class=""room-furniture-heading""><span>${spec.icon}</span><div><h3>${spec.name}</h3><p>${owned?'Escolha móveis, mova, gire ou remova sem alterar o cômodo.':'Visite o cômodo mobiliado pelo proprietário.'}</p></div></div>${owned?`<h3>Adicionar móvel</h3><div class=""choice-grid furniture-catalog"">${catalog.map(item=>`<button class=""choice"" data-add-furniture=""${item.id}""><b>${item.icon} ${item.name}</b><span>${item.price} moedas</span></button>`).join('')}</div>`:''}<h3>Móveis colocados</h3><div class=""furniture-list"">${items.length?items.map(item=>{const furniture=furnitureSpec(item.type,record.data.type);return`<article><span>${furniture?.icon"
643,19-campfire-hunting-house-extensions.js,openFurnitureManager,3787,666,"function openFurnitureManager(extensionId){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record)return;const spec=ROOM_SPECS[record.data.type]||ROOM_SPECS.storage,owned=!record.data.remote,items=furnitureForExtension(extensionId),catalog=furnitureCatalogForRoom(record.data.type);openModal(`Mobiliar ${spec.name}`,`<div class=""room-furniture-heading""><span>${spec.icon}</span><div><h3>${spec.name}</h3><p>${owned?'Escolha móveis, mova, gire ou remova sem alterar o cômodo.':'Visite o cômodo mobiliado pelo proprietário.'}</p></div></div>${owned?`<h3>Adicionar móvel</h3><div class=""choice-grid furniture-catalog"">${catalog.map(item=>`<button class=""choice"" data-add-furniture=""${item.id}""><b>${item.icon} ${item.name}</b><span>${item.price} moedas</span></button>`).join('')}</div>`:''}<h3>Móveis colocados</h3><div class=""furniture-list"">${items.length?items.map(item=>{const furniture=furnitureSpec(item.type,record.data.type);return`<article><span>${furniture?.icon"
644,19-campfire-hunting-house-extensions.js,openFurnitureManager,3787,903,"function openFurnitureManager(extensionId){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record)return;const spec=ROOM_SPECS[record.data.type]||ROOM_SPECS.storage,owned=!record.data.remote,items=furnitureForExtension(extensionId),catalog=furnitureCatalogForRoom(record.data.type);openModal(`Mobiliar ${spec.name}`,`<div class=""room-furniture-heading""><span>${spec.icon}</span><div><h3>${spec.name}</h3><p>${owned?'Escolha móveis, mova, gire ou remova sem alterar o cômodo.':'Visite o cômodo mobiliado pelo proprietário.'}</p></div></div>${owned?`<h3>Adicionar móvel</h3><div class=""choice-grid furniture-catalog"">${catalog.map(item=>`<button class=""choice"" data-add-furniture=""${item.id}""><b>${item.icon} ${item.name}</b><span>${item.price} moedas</span></button>`).join('')}</div>`:''}<h3>Móveis colocados</h3><div class=""furniture-list"">${items.length?items.map(item=>{const furniture=furnitureSpec(item.type,record.data.type);return`<article><span>${furniture?.icon"
645,19-campfire-hunting-house-extensions.js,openFurnitureManager,3787,1542,"function openFurnitureManager(extensionId){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record)return;const spec=ROOM_SPECS[record.data.type]||ROOM_SPECS.storage,owned=!record.data.remote,items=furnitureForExtension(extensionId),catalog=furnitureCatalogForRoom(record.data.type);openModal(`Mobiliar ${spec.name}`,`<div class=""room-furniture-heading""><span>${spec.icon}</span><div><h3>${spec.name}</h3><p>${owned?'Escolha móveis, mova, gire ou remova sem alterar o cômodo.':'Visite o cômodo mobiliado pelo proprietário.'}</p></div></div>${owned?`<h3>Adicionar móvel</h3><div class=""choice-grid furniture-catalog"">${catalog.map(item=>`<button class=""choice"" data-add-furniture=""${item.id}""><b>${item.icon} ${item.name}</b><span>${item.price} moedas</span></button>`).join('')}</div>`:''}<h3>Móveis colocados</h3><div class=""furniture-list"">${items.length?items.map(item=>{const furniture=furnitureSpec(item.type,record.data.type);return`<article><span>${furniture?.icon"
